index,name,name2,pos,sum,timeOnIce,ot,shutouts,ties,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,timeOnIcePerGame,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,assists,goals,pim,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame
8475151,Kyle Palmieri,"Palmieri, Kyle",RW,353,1078:07,,,,,,,,,,,,,,,69,,,,15:37,,,,18.0,15.0,57.0,156.0,77.0,2.0,6.0,111:39,950:44,57,29.41,9.6,6.0,0.0,0.0,0.0,15:44,18.0,0.0,33.0,1429.0,13:46,00:13,01:37
8475209,Richard Panik,"Panik, Richard",RW,17,59:40,,,,,,,,,,,,,,,4,,,,14:55,,,,1.0,0.0,0.0,4.0,9.0,0.0,1.0,13:27,46:13,0,50.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,-2.0,1.0,74.0,11:33,00:00,03:21
8475231,Casey Cizikas,"Cizikas, Casey",C,339,1017:16,,,,,,,,,,,,,,,74,,,,13:44,,,,6.0,10.0,48.0,91.0,138.0,0.0,0.0,05:30,875:09,48,55.56,11.0,3.0,0.0,1.0,1.0,136:37,43.0,-3.0,16.0,1503.0,11:49,01:50,00:04
8475314,Anders Lee,"Lee, Anders",LW,379,1263:44,,,,,,,,,,,,,,,76,,,,16:37,,,,18.0,28.0,34.0,159.0,94.0,9.0,13.0,179:05,1083:52,34,48.5,17.6,3.0,0.0,0.0,0.0,00:47,30.0,-11.0,46.0,1569.0,14:15,00:00,02:21
8475754,Brock Nelson,"Nelson, Brock",C,356,1272:52,,,,,,,,,,,,,,,72,,,,17:40,,,,22.0,37.0,33.0,171.0,31.0,11.0,14.0,161:55,1058:23,33,49.37,21.6,5.0,0.0,0.0,0.0,52:34,43.0,-5.0,59.0,1615.0,14:41,00:43,02:14
8476404,Andy Andreoff,"Andreoff, Andy",C,19,59:55,,,,,,,,,,,,,,,6,,,,09:59,,,,0.0,1.0,0.0,6.0,11.0,0.0,0.0,00:00,59:42,0,52.94,16.7,0.0,0.0,0.0,0.0,00:13,1.0,-1.0,1.0,81.0,09:57,00:02,00:00
8476419,Jean-Gabriel Pageau,"Pageau, Jean-Gabriel",C,426,1360:56,,,,,,,,,,,,,,,77,,,,17:40,,,,21.0,18.0,30.0,126.0,171.0,4.0,7.0,159:15,1054:05,30,55.32,14.3,0.0,0.0,1.0,4.0,147:36,53.0,0.0,39.0,1845.0,13:41,01:55,02:04
8476429,Scott Mayfield,"Mayfield, Scott",D,341,1205:49,,,,,,,,,,,,,,,61,,,,19:46,,,,15.0,3.0,55.0,80.0,77.0,0.0,0.0,03:42,1061:35,55,0.0,3.8,2.0,0.0,0.0,1.0,140:32,109.0,-5.0,18.0,1482.0,17:24,02:18,00:03
8476917,Adam Pelech,"Pelech, Adam",D,401,1659:55,,,,,,,,,,,,,,,78,,,,21:16,,,,25.0,3.0,42.0,104.0,99.0,0.0,0.0,14:28,1465:57,42,0.0,2.9,0.0,0.0,0.0,2.0,179:30,128.0,20.0,28.0,2087.0,18:47,02:18,00:11
8476983,Paul LaDue,"LaDue, Paul",D,4,12:47,,,,,,,,,,,,,,,1,,,,12:47,,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,00:09,11:03,0,0.0,0.0,0.0,0.0,0.0,0.0,01:35,1.0,-2.0,0.0,20.0,11:03,01:35,00:09
8477392,Hudson Fasching,"Fasching, Hudson",RW,25,108:43,,,,,,,,,,,,,,,11,,,,09:53,,,,0.0,0.0,0.0,3.0,16.0,0.0,0.0,00:00,105:54,0,100.0,0.0,0.0,0.0,0.0,0.0,02:49,6.0,-3.0,0.0,155.0,09:37,00:15,00:00
8477506,Ryan Pulock,"Pulock, Ryan",D,367,1183:34,,,,,,,,,,,,,,,56,,,,21:08,,,,16.0,5.0,2.0,122.0,86.0,2.0,6.0,78:15,1015:46,2,0.0,4.1,0.0,0.0,0.0,1.0,89:33,130.0,0.0,21.0,1470.0,18:08,01:35,01:23
8477527,Ross Johnston,"Johnston, Ross",LW,166,328:41,,,,,,,,,,,,,,,32,,,,10:16,,,,5.0,2.0,44.0,9.0,90.0,0.0,0.0,01:07,327:34,44,0.0,22.2,0.0,0.0,0.0,0.0,00:00,16.0,-3.0,7.0,460.0,10:14,00:00,00:02
8478009,Ilya Sorokin,"Sorokin, Ilya",G,0,3072:17,8.0,7.0,0.0,26.0,18.0,1520.0,174.0,35.0,1311.0,40.0,1407.0,196.0,0.925,2.4021,52,52.0,1643.0,123.0,59:04,88.77551020408163,87.5,93.17697228144989,,,,,,,,,,,,,,,,,,,,,,,,
8478367,Cole Bardreau,"Bardreau, Cole",C,0,00:00,,,,,,,,,,,,,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,,,
8478445,Mathew Barzal,"Barzal, Mathew",C,312,1315:26,,,,,,,,,,,,,,,73,,,,18:01,,,,44.0,15.0,18.0,161.0,36.0,1.0,20.0,194:03,1119:48,18,46.33,9.3,1.0,0.0,0.0,0.0,01:35,17.0,-15.0,59.0,1450.0,15:20,00:01,02:39
8478463,Anthony Beauvillier,"Beauvillier, Anthony",LW,271,1262:30,,,,,,,,,,,,,,,75,,,,16:50,,,,22.0,12.0,12.0,154.0,39.0,5.0,11.0,128:44,1104:09,12,40.0,7.8,1.0,0.0,0.0,0.0,29:37,20.0,-10.0,34.0,1577.0,14:43,00:23,01:42
8478965,Kenneth Appleby,"Appleby, Kenneth",G,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479356,Kieffer Bellows,"Bellows, Kieffer",LW,240,533:54,,,,,,,,,,,,,,,45,,,,11:51,,,,13.0,6.0,19.0,79.0,103.0,0.0,4.0,21:16,512:08,19,0.0,7.6,2.0,0.0,0.0,0.0,00:30,14.0,-1.0,19.0,681.0,11:22,00:00,00:28
8479395,Dennis Cholowski,"Cholowski, Dennis",D,34,173:57,,,,,,,,,,,,,,,11,,,,15:48,,,,3.0,0.0,2.0,11.0,5.0,0.0,0.0,11:09,162:22,2,0.0,0.0,0.0,0.0,0.0,0.0,00:26,13.0,-3.0,3.0,205.0,14:45,00:02,01:00
8479526,Otto Koivula,"Koivula, Otto",LW,22,85:57,,,,,,,,,,,,,,,8,,,,10:44,,,,2.0,0.0,0.0,8.0,8.0,0.0,0.0,04:09,78:48,0,42.3,0.0,0.0,0.0,0.0,0.0,03:00,4.0,-2.0,2.0,115.0,09:51,00:22,00:31
8470860,Jaroslav Halak,"Halak, Jaroslav",G,0,796:39,2.0,0.0,0.0,4.0,7.0,361.0,43.0,6.0,312.0,6.0,340.0,54.0,0.903,2.9373,17,14.0,400.0,39.0,46:51,79.62962962962963,100.0,91.76470588235294,,,,,,,,,,,,,,,,,,,,,,,,
8471817,Ryan Reaves,"Reaves, Ryan",RW,395,734:47,,,,,,,,,,,,,,,69,,,,10:38,,,,8.0,5.0,43.0,44.0,279.0,0.0,0.0,05:40,728:56,43,50.0,11.4,0.0,0.0,0.0,0.0,00:11,16.0,-13.0,13.0,976.0,10:33,00:00,00:04
8475184,Chris Kreider,"Kreider, Chris",LW,585,1517:08,,,,,,,,,,,,,,,81,,,,18:43,,,,25.0,52.0,24.0,258.0,141.0,26.0,35.0,240:14,1156:07,24,48.9,20.2,11.0,0.0,3.0,3.0,120:47,39.0,19.0,77.0,1856.0,14:16,01:29,02:57
8475797,Jarred Tinordi,"Tinordi, Jarred",D,39,89:54,,,,,,,,,,,,,,,7,,,,12:50,,,,0.0,1.0,7.0,5.0,17.0,0.0,0.0,00:41,88:35,7,0.0,20.0,1.0,0.0,0.0,0.0,00:38,8.0,-5.0,1.0,129.0,12:39,00:05,00:05
8475839,Louis Domingue,"Domingue, Louis",G,0,118:45,0.0,0.0,0.0,1.0,1.0,79.0,15.0,1.0,63.0,1.0,66.0,16.0,0.952,2.0211,2,2.0,83.0,4.0,59:22,93.75,100.0,95.45454545454545,,,,,,,,,,,,,,,,,,,,,,,,
8476389,Vincent Trocheck,"Trocheck, Vincent",C,543,1447:47,,,,,,,,,,,,,,,81,,,,17:52,,,,30.0,21.0,78.0,168.0,185.0,6.0,12.0,233:03,1071:36,78,54.61,12.5,3.0,0.0,0.0,0.0,143:08,46.0,21.0,51.0,1727.0,13:13,01:46,02:52
8475176,Ryan Ellis,"Ellis, Ryan",D,20,91:13,,,,,,,,,,,,,,,4,,,,22:48,,,,4.0,1.0,0.0,6.0,1.0,0.0,2.0,06:38,74:56,0,0.0,16.7,0.0,0.0,0.0,0.0,09:39,6.0,2.0,5.0,117.0,18:44,02:24,01:39
8476461,Sean Couturier,"Couturier, Sean",C,157,591:26,,,,,,,,,,,,,,,29,,,,20:23,,,,11.0,6.0,14.0,79.0,22.0,2.0,5.0,82:24,446:53,14,55.6,7.6,2.0,0.0,0.0,1.0,62:09,18.0,-6.0,17.0,739.0,15:24,02:08,02:50
8474027,Justin Braun,"Braun, Justin",D,335,1348:42,,,,,,,,,,,,,,,69,,,,19:32,,,,12.0,6.0,36.0,73.0,87.0,0.0,0.0,03:48,1195:11,36,0.0,8.2,0.0,0.0,0.0,0.0,149:43,121.0,2.0,18.0,1813.0,17:19,02:10,00:03
8474037,James van Riemsdyk,"van, James",LW,321,1321:13,,,,,,,,,,,,,,,82,,,,16:06,,,,14.0,24.0,25.0,186.0,34.0,9.0,9.0,213:51,1106:39,25,41.66,12.9,4.0,0.0,0.0,0.0,00:43,25.0,-33.0,38.0,1742.0,13:29,00:00,02:36
8474715,Cam Atkinson,"Atkinson, Cam",RW,351,1331:59,,,,,,,,,,,,,,,73,,,,18:14,,,,27.0,23.0,10.0,215.0,20.0,2.0,5.0,195:35,1007:51,10,29.41,10.7,6.0,1.0,3.0,3.0,128:33,45.0,-2.0,50.0,1835.0,13:48,01:45,02:40
8475235,Nicolas Deslauriers,"Deslauriers, Nicolas",LW,529,920:36,,,,,,,,,,,,,,,81,,,,11:21,,,,5.0,8.0,113.0,90.0,263.0,0.0,0.0,02:10,819:31,113,25.0,8.9,1.0,0.0,1.0,1.0,98:55,49.0,-11.0,13.0,1274.0,10:07,01:13,00:01
8475246,Kevin Connauton,"Connauton, Kevin",D,143,509:59,,,,,,,,,,,,,,,39,,,,13:04,,,,2.0,1.0,4.0,30.0,74.0,0.0,0.0,01:09,489:37,4,0.0,3.3,0.0,0.0,0.0,0.0,19:13,32.0,-3.0,3.0,707.0,12:33,00:29,00:01
8475763,Kevin Hayes,"Hayes, Kevin",C,236,860:20,,,,,,,,,,,,,,,48,,,,17:55,,,,21.0,10.0,26.0,126.0,36.0,2.0,4.0,130:02,686:50,26,42.83,7.9,1.0,0.0,0.0,1.0,43:28,12.0,-20.0,31.0,1103.0,14:18,00:54,02:42
8476372,Nick Seeler,"Seeler, Nick",D,206,562:22,,,,,,,,,,,,,,,43,,,,13:04,,,,2.0,1.0,29.0,32.0,75.0,0.0,0.0,02:28,526:03,29,0.0,3.1,0.0,0.0,0.0,0.0,33:51,67.0,-3.0,3.0,817.0,12:14,00:47,00:03
8476872,Scott Laughton,"Laughton, Scott",C,375,1100:13,,,,,,,,,,,,,,,67,,,,16:25,,,,19.0,11.0,35.0,110.0,151.0,0.0,1.0,40:55,942:49,35,51.03,10.0,1.0,1.0,2.0,2.0,116:29,47.0,-9.0,30.0,1592.0,14:04,01:44,00:36
8477234,Troy Grosenick,"Grosenick, Troy",G,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477499,Rasmus Ristolainen,"Ristolainen, Rasmus",D,507,1415:05,,,,,,,,,,,,,,,66,,,,21:26,,,,14.0,2.0,38.0,97.0,230.0,0.0,1.0,44:58,1245:10,38,0.0,2.1,0.0,0.0,0.0,0.0,124:57,125.0,-9.0,16.0,1829.0,18:51,01:53,00:40
8477887,Patrick Brown,"Brown, Patrick",C,207,547:05,,,,,,,,,,,,,,,44,,,,12:26,,,,5.0,4.0,11.0,51.0,100.0,0.0,0.0,02:36,468:47,11,58.45,7.8,0.0,0.0,0.0,0.0,75:42,36.0,-16.0,9.0,852.0,10:39,01:43,00:03
8477948,Travis Sanheim,"Sanheim, Travis",D,395,1837:36,,,,,,,,,,,,,,,80,,,,22:58,,,,24.0,7.0,34.0,123.0,64.0,0.0,0.0,54:11,1611:52,34,0.0,5.7,1.0,1.0,0.0,0.0,171:33,142.0,9.0,31.0,2278.0,20:08,02:08,00:40
8477950,Tony DeAngelo,"DeAngelo, Tony",D,380,1267:45,,,,,,,,,,,,,,,64,,,,19:48,,,,41.0,10.0,56.0,151.0,41.0,2.0,20.0,194:57,1063:46,56,0.0,6.6,2.0,0.0,0.0,0.0,09:02,59.0,30.0,51.0,1458.0,16:37,00:08,03:02
8478011,Louie Belpedio,"Belpedio, Louie",D,0,00:00,,,,,,,,,,,,,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,,,
8478051,Max Willman,"Willman, Max",C,150,482:38,,,,,,,,,,,,,,,41,,,,11:46,,,,2.0,4.0,16.0,65.0,53.0,0.0,0.0,01:04,465:20,16,28.57,6.2,0.0,0.0,0.0,0.0,16:14,10.0,-13.0,6.0,704.0,11:20,00:23,00:01
8478173,Hayden Hodgson,"Hodgson, Hayden",RW,38,79:12,,,,,,,,,,,,,,,6,,,,13:12,,,,2.0,1.0,11.0,10.0,12.0,0.0,0.0,03:17,75:55,11,50.0,10.0,0.0,0.0,0.0,0.0,00:00,2.0,-1.0,3.0,119.0,12:39,00:00,00:32
8478433,Felix Sandstrom,"Sandstrom, Felix",G,0,297:15,1.0,0.0,0.0,0.0,4.0,161.0,36.0,5.0,120.0,6.0,131.0,40.0,0.91,3.2296,5,5.0,177.0,16.0,59:27,90.0,83.33333333333334,91.6030534351145,,,,,,,,,,,,,,,,,,,,,,,,
8478439,Travis Konecny,"Konecny, Travis",RW,476,1391:27,,,,,,,,,,,,,,,79,,,,17:36,,,,36.0,16.0,77.0,220.0,80.0,3.0,10.0,215:48,1162:19,77,41.93,7.3,3.0,0.0,0.0,0.0,13:20,34.0,-23.0,52.0,1813.0,14:42,00:10,02:43
8478442,Cooper Marody,"Marody, Cooper",C,2,06:04,,,,,,,,,,,,,,,1,,,,06:04,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,00:11,05:53,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,1.0,9.0,05:53,00:00,00:11
8478500,Ivan Provorov,"Provorov, Ivan",D,489,1966:20,,,,,,,,,,,,,,,79,,,,24:53,,,,22.0,9.0,34.0,170.0,74.0,1.0,7.0,176:48,1578:42,34,0.0,5.3,1.0,1.0,0.0,2.0,210:50,172.0,-20.0,31.0,2348.0,19:59,02:40,02:14
8479465,Drake Caggiula,"Caggiula, Drake",C,58,263:27,,,,,,,,,,,,,,,18,,,,14:38,,,,3.0,2.0,4.0,23.0,17.0,0.0,1.0,02:22,231:52,4,25.0,8.7,1.0,0.0,0.0,0.0,29:13,7.0,-4.0,5.0,354.0,12:52,01:37,00:07
8470604,Jeff Carter,"Carter, Jeff",C,440,1342:59,,,,,,,,,,,,,,,76,,,,17:40,,,,26.0,19.0,38.0,200.0,99.0,3.0,6.0,154:21,1078:20,38,56.99,9.5,2.0,1.0,1.0,1.0,110:18,50.0,-8.0,45.0,1795.0,14:11,01:27,02:01
8471215,Evgeni Malkin,"Malkin, Evgeni",C,259,751:31,,,,,,,,,,,,,,,41,,,,18:19,,,,22.0,20.0,24.0,129.0,21.0,9.0,20.0,154:16,596:53,24,43.61,15.5,5.0,1.0,0.0,0.0,00:22,18.0,-10.0,42.0,885.0,14:33,00:00,03:45
8471675,Sidney Crosby,"Crosby, Sidney",C,450,1378:14,,,,,,,,,,,,,,,69,,,,19:58,,,,53.0,31.0,32.0,208.0,50.0,8.0,30.0,230:31,1140:14,32,52.41,14.9,9.0,1.0,0.0,0.0,07:29,37.0,19.0,84.0,1691.0,16:31,00:06,03:20
8471724,Kris Letang,"Letang, Kris",D,649,2010:38,,,,,,,,,,,,,,,78,,,,25:46,,,,58.0,10.0,49.0,214.0,171.0,2.0,22.0,271:33,1628:21,49,0.0,4.7,3.0,2.0,0.0,0.0,110:44,122.0,20.0,68.0,2147.0,20:52,01:25,03:28
8473507,Jeff Petry,"Petry, Jeff",D,448,1504:00,,,,,,,,,,,,,,,68,,,,22:07,,,,21.0,6.0,36.0,124.0,140.0,0.0,3.0,116:59,1229:01,36,0.0,4.8,1.0,0.0,0.0,1.0,158:00,117.0,-11.0,27.0,1669.0,18:04,02:19,01:43
8474682,Dustin Tokarski,"Tokarski, Dustin",G,0,1671:26,5.0,1.0,0.0,10.0,12.0,809.0,95.0,27.0,687.0,29.0,758.0,113.0,0.899,3.2667,29,28.0,900.0,91.0,57:38,84.070796460177,93.10344827586206,90.63324538258574,,,,,,,,,,,,,,,,,,,,,,,,
8475208,Brian Dumoulin,"Dumoulin, Brian",D,360,1658:10,,,,,,,,,,,,,,,76,,,,21:49,,,,15.0,3.0,24.0,91.0,88.0,0.0,0.0,05:32,1472:18,24,0.0,3.3,0.0,0.0,0.0,0.0,180:20,139.0,24.0,18.0,2040.0,19:22,02:22,00:04
8475722,Jason Zucker,"Zucker, Jason",LW,222,607:38,,,,,,,,,,,,,,,41,,,,14:49,,,,9.0,8.0,15.0,102.0,66.0,2.0,2.0,61:58,545:08,15,26.66,7.8,0.0,0.0,0.0,0.0,00:32,20.0,-2.0,17.0,739.0,13:17,00:00,01:30
8475810,Bryan Rust,"Rust, Bryan",RW,341,1126:13,,,,,,,,,,,,,,,60,,,,18:46,,,,34.0,24.0,14.0,180.0,43.0,9.0,21.0,206:28,873:41,14,16.66,13.3,1.0,0.0,0.0,0.0,46:04,24.0,7.0,58.0,1395.0,14:33,00:46,03:26
8476326,Josh Archibald,"Archibald, Josh",RW,41,72:20,,,,,,,,,,,,,,,8,,,,09:02,,,,1.0,0.0,7.0,4.0,27.0,0.0,0.0,00:45,59:55,7,50.0,0.0,0.0,0.0,0.0,0.0,11:40,2.0,-2.0,1.0,110.0,07:29,01:27,00:05
8478415,Jakub Zboril,"Zboril, Jakub",D,54,157:15,,,,,,,,,,,,,,,10,,,,15:43,,,,3.0,0.0,4.0,13.0,24.0,0.0,0.0,00:41,150:09,4,0.0,0.0,0.0,0.0,0.0,0.0,06:25,10.0,1.0,3.0,212.0,15:00,00:38,00:04
8470638,Patrice Bergeron,"Bergeron, Patrice",C,540,1326:25,,,,,,,,,,,,,,,73,,,,18:10,,,,40.0,25.0,32.0,293.0,78.0,8.0,23.0,221:36,982:28,32,61.93,8.5,4.0,0.0,0.0,3.0,122:21,45.0,26.0,65.0,1682.0,13:27,01:40,03:02
8476876,Malcolm Subban,"Subban, Malcolm",G,0,210:28,1.0,0.0,0.0,0.0,2.0,115.0,11.0,4.0,100.0,5.0,113.0,14.0,0.871,4.8464,4,3.0,132.0,17.0,52:37,78.57142857142857,80.0,88.49557522123894,,,,,,,,,,,,,,,,,,,,,,,,
8477494,Jonathan Drouin,"Drouin, Jonathan",LW,147,581:13,,,,,,,,,,,,,,,34,,,,17:05,,,,14.0,6.0,23.0,62.0,27.0,0.0,4.0,80:28,490:03,23,46.97,9.7,0.0,0.0,0.0,0.0,10:42,11.0,-9.0,20.0,750.0,14:24,00:18,02:22
8477497,Sean Monahan,"Monahan, Sean",C,256,914:10,,,,,,,,,,,,,,,65,,,,14:03,,,,15.0,8.0,24.0,111.0,59.0,5.0,13.0,147:12,762:02,24,53.14,7.2,2.0,0.0,0.0,0.0,04:56,24.0,-15.0,23.0,1256.0,11:43,00:04,02:15
8471679,Carey Price,"Price, Carey",G,0,297:30,0.0,0.0,0.0,1.0,4.0,130.0,21.0,1.0,108.0,2.0,123.0,23.0,0.878,3.6303,5,5.0,148.0,18.0,59:30,91.30434782608695,50.0,87.8048780487805,,,,,,,,,,,,,,,,,,,,,,,,
8474038,Paul Byron,"Byron, Paul",LW,117,340:13,,,,,,,,,,,,,,,27,,,,12:36,,,,3.0,4.0,2.0,33.0,66.0,0.0,0.0,07:56,293:55,2,47.82,12.1,2.0,0.0,0.0,0.0,38:22,7.0,-8.0,7.0,491.0,10:53,01:25,00:17
8474149,Evgenii Dadonov,"Dadonov, Evgenii",RW,340,1234:08,,,,,,,,,,,,,,,78,,,,15:49,,,,23.0,20.0,18.0,177.0,65.0,5.0,8.0,186:34,1047:22,18,20.0,11.3,4.0,2.0,0.0,0.0,00:12,25.0,4.0,43.0,1556.0,13:25,00:00,02:23
8474596,Jake Allen,"Allen, Jake",G,0,1947:40,4.0,2.0,0.0,9.0,20.0,1016.0,154.0,18.0,844.0,21.0,922.0,180.0,0.905,3.2963,35,35.0,1123.0,107.0,55:38,85.55555555555556,85.71428571428571,91.54013015184381,,,,,,,,,,,,,,,,,,,,,,,,
8474884,Mike Hoffman,"Hoffman, Mike",LW,293,1141:49,,,,,,,,,,,,,,,67,,,,17:02,,,,20.0,15.0,32.0,154.0,27.0,4.0,13.0,180:48,959:50,32,60.0,9.7,3.0,0.0,0.0,0.0,01:11,29.0,-24.0,35.0,1368.0,14:19,00:01,02:41
8475227,Chris Wideman,"Wideman, Chris",D,273,952:04,,,,,,,,,,,,,,,64,,,,14:52,,,,23.0,4.0,67.0,76.0,44.0,0.0,12.0,158:57,790:02,67,0.0,5.3,1.0,0.0,0.0,0.0,03:05,46.0,-25.0,27.0,1232.0,12:20,00:02,02:29
8475233,David Savard,"Savard, David",D,380,1289:01,,,,,,,,,,,,,,,62,,,,20:47,,,,14.0,3.0,36.0,66.0,134.0,0.0,0.0,03:41,1111:37,36,0.0,4.5,0.0,0.0,0.0,1.0,173:43,127.0,-22.0,17.0,1434.0,17:55,02:48,00:03
8475848,Brendan Gallagher,"Gallagher, Brendan",RW,325,841:02,,,,,,,,,,,,,,,56,,,,15:01,,,,17.0,7.0,69.0,142.0,54.0,5.0,7.0,133:09,705:41,69,37.14,4.9,0.0,0.0,0.0,0.0,02:12,29.0,-7.0,24.0,1137.0,12:36,00:02,02:22
8475968,Alex Belzile,"Belzile, Alex",RW,39,114:19,,,,,,,,,,,,,,,11,,,,10:23,,,,0.0,0.0,4.0,13.0,17.0,0.0,0.0,10:07,99:09,4,36.84,0.0,0.0,0.0,0.0,0.0,05:03,5.0,0.0,0.0,172.0,09:00,00:27,00:55
8476441,Joel Edmundson,"Edmundson, Joel",D,179,470:00,,,,,,,,,,,,,,,24,,,,19:35,,,,3.0,3.0,35.0,32.0,61.0,0.0,0.0,01:53,409:47,35,0.0,9.4,0.0,0.0,0.0,0.0,58:20,45.0,-1.0,6.0,560.0,17:04,02:25,00:04
8476469,Joel Armia,"Armia, Joel",RW,265,823:18,,,,,,,,,,,,,,,60,,,,13:43,,,,8.0,6.0,14.0,103.0,104.0,1.0,3.0,47:55,690:23,14,17.64,5.8,0.0,0.0,1.0,1.0,85:00,27.0,-15.0,14.0,1151.0,11:30,01:25,00:47
8476875,Mike Matheson,"Matheson, Mike",D,389,1391:08,,,,,,,,,,,,,,,74,,,,18:47,,,,20.0,11.0,33.0,140.0,97.0,0.0,2.0,52:33,1320:52,33,0.0,7.9,5.0,0.0,0.0,0.0,17:43,81.0,12.0,31.0,1716.0,17:50,00:14,00:42
8476981,Josh Anderson,"Anderson, Josh",RW,440,1188:33,,,,,,,,,,,,,,,69,,,,17:13,,,,13.0,19.0,65.0,151.0,153.0,2.0,3.0,146:19,1039:23,65,47.61,12.6,1.0,0.0,0.0,0.0,02:51,35.0,-25.0,32.0,1442.0,15:03,00:02,02:07
8477474,Madison Bowey,"Bowey, Madison",D,6,31:28,,,,,,,,,,,,,,,2,,,,15:44,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,00:00,26:53,0,0.0,0.0,0.0,0.0,0.0,0.0,04:35,2.0,-3.0,0.0,46.0,13:26,02:17,00:00
8477989,Christian Dvorak,"Dvorak, Christian",C,234,972:53,,,,,,,,,,,,,,,56,,,,17:22,,,,22.0,11.0,24.0,87.0,32.0,1.0,5.0,138:02,742:42,24,56.67,12.6,1.0,0.0,0.0,0.0,92:09,52.0,-19.0,33.0,1290.0,13:15,01:38,02:27
8478133,Jake Evans,"Evans, Jake",C,300,1122:58,,,,,,,,,,,,,,,72,,,,15:35,,,,16.0,13.0,22.0,124.0,88.0,0.0,0.0,22:50,961:18,22,49.78,10.5,0.0,0.0,0.0,1.0,138:50,37.0,-5.0,29.0,1581.0,13:21,01:55,00:19
8478470,Sam Montembeault,"Montembeault, Sam",G,0,1942:49,6.0,1.0,0.0,8.0,18.0,1002.0,160.0,24.0,818.0,31.0,905.0,188.0,0.891,3.7677,38,30.0,1124.0,122.0,51:07,85.1063829787234,77.41935483870968,90.38674033149171,,,,,,,,,,,,,,,,,,,,,,,,
8479514,Rem Pitlick,"Pitlick, Rem",C,181,988:52,,,,,,,,,,,,,,,66,,,,14:58,,,,22.0,15.0,24.0,65.0,25.0,0.0,1.0,93:44,847:13,24,44.91,23.1,1.0,0.0,1.0,1.0,47:55,28.0,-8.0,37.0,1198.0,12:50,00:43,01:25
8479543,Michael Pezzetta,"Pezzetta, Michael",LW,305,399:38,,,,,,,,,,,,,,,51,,,,07:50,,,,6.0,5.0,81.0,49.0,156.0,0.0,0.0,05:46,393:43,81,54.54,10.2,0.0,0.0,0.0,0.0,00:09,8.0,-7.0,11.0,596.0,07:43,00:00,00:06
8480018,Nick Suzuki,"Suzuki, Nick",C,452,1681:50,,,,,,,,,,,,,,,82,,,,20:30,,,,40.0,21.0,30.0,186.0,89.0,8.0,20.0,253:26,1305:04,30,49.57,11.3,4.0,0.0,1.0,3.0,123:20,62.0,-29.0,61.0,1978.0,15:54,01:30,03:05
8473512,Claude Giroux,"Giroux, Claude",RW,403,1430:15,,,,,,,,,,,,,,,75,,,,19:04,,,,44.0,21.0,26.0,205.0,68.0,5.0,23.0,241:39,1127:05,26,60.28,10.2,0.0,0.0,0.0,0.0,61:31,16.0,-5.0,65.0,1864.0,15:01,00:49,03:13
8474207,Nick Holden,"Holden, Nick",D,334,1508:30,,,,,,,,,,,,,,,76,,,,19:50,,,,14.0,5.0,12.0,75.0,115.0,0.0,0.0,05:21,1260:01,12,0.0,6.7,1.0,0.0,0.0,0.0,243:08,112.0,0.0,19.0,1915.0,16:34,03:11,00:04
8474612,Travis Hamonic,"Hamonic, Travis",D,272,810:22,,,,,,,,,,,,,,,43,,,,18:50,,,,6.0,4.0,14.0,82.0,73.0,0.0,0.0,02:17,726:20,14,0.0,4.9,0.0,0.0,0.0,0.0,81:45,93.0,6.0,10.0,1002.0,16:53,01:54,00:03
8475660,Cam Talbot,"Talbot, Cam",G,0,2864:23,4.0,3.0,0.0,32.0,12.0,1356.0,204.0,47.0,1105.0,49.0,1202.0,237.0,0.911,2.765,49,48.0,1488.0,132.0,58:27,86.07594936708861,95.91836734693877,91.93011647254575,,,,,,,,,,,,,,,,,,,,,,,,
