index,name,name2,pos,sum,timeOnIce,ot,shutouts,ties,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,timeOnIcePerGame,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,assists,goals,pim,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame
8475766,Austin Watson,"Watson, Austin",LW,472,803:26,,,,,,,,,,,,,,,67,,,,11:59,,,,6.0,10.0,91.0,88.0,213.0,0.0,0.0,03:10,703:31,91,35.0,11.4,1.0,0.0,1.0,1.0,96:45,63.0,-3.0,16.0,1233.0,10:30,01:26,00:02
8476341,Anton Forsberg,"Forsberg, Anton",G,0,2571:27,4.0,1.0,0.0,22.0,17.0,1336.0,223.0,29.0,1084.0,30.0,1183.0,244.0,0.917,2.8233,46,44.0,1457.0,121.0,55:54,91.39344262295081,96.66666666666667,91.63144547759933,,,,,,,,,,,,,,,,,,,,,,,,
8477312,Antoine Bibeau,"Bibeau, Antoine",G,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477353,Tyler Motte,"Motte, Tyler",LW,314,812:39,,,,,,,,,,,,,,,58,,,,14:00,,,,8.0,7.0,22.0,101.0,117.0,0.0,0.0,06:49,699:47,22,57.89,6.9,1.0,0.0,1.0,1.0,106:03,58.0,2.0,15.0,1131.0,12:03,01:49,00:07
8477471,Dillon Heatherington,"Heatherington, Dillon",D,31,111:00,,,,,,,,,,,,,,,9,,,,12:20,,,,0.0,0.0,7.0,4.0,18.0,0.0,0.0,00:00,95:43,7,0.0,0.0,0.0,0.0,0.0,0.0,15:17,2.0,-1.0,0.0,153.0,10:38,01:41,00:00
8476899,Matt Murray,"Murray, Matt",G,0,1181:31,2.0,1.0,0.0,5.0,12.0,580.0,93.0,16.0,471.0,18.0,516.0,106.0,0.906,3.0469,20,20.0,640.0,60.0,59:04,87.73584905660378,88.88888888888889,91.27906976744185,,,,,,,,,,,,,,,,,,,,,,,,
8480873,Rasmus Sandin,"Sandin, Rasmus",D,199,864:56,,,,,,,,,,,,,,,51,,,,16:57,,,,11.0,5.0,4.0,46.0,88.0,0.0,3.0,68:50,793:17,4,0.0,10.9,3.0,0.0,0.0,0.0,02:49,39.0,9.0,16.0,1087.0,15:33,00:03,01:20
8470966,Mark Giordano,"Giordano, Mark",D,470,1566:00,,,,,,,,,,,,,,,75,,,,20:52,,,,27.0,8.0,57.0,151.0,75.0,0.0,12.0,184:29,1261:33,57,0.0,5.3,1.0,1.0,2.0,2.0,119:58,139.0,-9.0,35.0,1930.0,16:49,01:35,02:27
8474162,Jake Muzzin,"Muzzin, Jake",D,270,974:12,,,,,,,,,,,,,,,47,,,,20:43,,,,11.0,3.0,16.0,75.0,105.0,0.0,0.0,11:34,840:11,16,0.0,4.0,0.0,0.0,0.0,1.0,122:27,60.0,-6.0,14.0,1244.0,17:52,02:36,00:14
8474190,Wayne Simmonds,"Simmonds, Wayne",RW,353,671:47,,,,,,,,,,,,,,,72,,,,09:19,,,,11.0,5.0,96.0,79.0,148.0,0.0,1.0,15:42,655:29,96,50.0,6.3,2.0,0.0,0.0,0.0,00:36,11.0,-7.0,16.0,987.0,09:06,00:00,00:13
8474673,TJ Brodie,"Brodie, TJ",D,290,1747:32,,,,,,,,,,,,,,,82,,,,21:18,,,,24.0,4.0,34.0,68.0,53.0,0.0,1.0,14:32,1546:14,34,0.0,5.9,0.0,0.0,0.0,2.0,186:46,106.0,20.0,28.0,2188.0,18:51,02:16,00:10
8474818,Jordie Benn,"Benn, Jordie",D,147,584:12,,,,,,,,,,,,,,,39,,,,14:58,,,,7.0,1.0,10.0,37.0,51.0,0.0,0.0,01:39,548:57,10,0.0,2.7,0.0,0.0,0.0,0.0,33:36,41.0,1.0,8.0,761.0,14:04,00:51,00:02
8475160,Kyle Clifford,"Clifford, Kyle",LW,119,219:56,,,,,,,,,,,,,,,25,,,,08:47,,,,3.0,1.0,31.0,29.0,50.0,0.0,0.0,00:18,215:09,31,42.85,3.4,0.0,0.0,0.0,0.0,04:29,5.0,-5.0,4.0,325.0,08:36,00:10,00:00
8475166,John Tavares,"Tavares, John",C,508,1427:51,,,,,,,,,,,,,,,79,,,,18:04,,,,49.0,27.0,32.0,237.0,90.0,10.0,26.0,236:44,1189:44,32,60.58,11.4,3.0,0.0,0.0,0.0,01:23,44.0,-8.0,76.0,1672.0,15:03,00:01,02:59
8475714,Calle Jarnkrok,"Jarnkrok, Calle",C,199,1058:29,,,,,,,,,,,,,,,66,,,,16:02,,,,18.0,12.0,6.0,101.0,38.0,2.0,6.0,126:02,859:47,6,51.17,11.9,1.0,0.0,0.0,0.0,72:40,17.0,-14.0,30.0,1472.0,13:01,01:06,01:54
8475718,Justin Holl,"Holl, Justin",D,362,1394:22,,,,,,,,,,,,,,,69,,,,20:12,,,,20.0,3.0,41.0,64.0,129.0,0.0,0.0,04:54,1219:18,41,0.0,4.7,1.0,0.0,1.0,3.0,170:10,104.0,14.0,23.0,1764.0,17:40,02:27,00:04
8476853,Morgan Rielly,"Rielly, Morgan",D,534,1946:31,,,,,,,,,,,,,,,82,,,,23:44,,,,58.0,10.0,40.0,221.0,92.0,2.0,23.0,237:29,1570:26,40,0.0,4.5,3.0,0.0,0.0,3.0,138:36,87.0,16.0,68.0,2242.0,19:09,01:41,02:53
8477021,Alexander Kerfoot,"Kerfoot, Alexander",C,330,1247:36,,,,,,,,,,,,,,,82,,,,15:12,,,,38.0,13.0,20.0,117.0,75.0,0.0,1.0,09:10,1096:45,20,42.69,11.1,1.0,0.0,0.0,3.0,141:41,65.0,19.0,51.0,1689.0,13:22,01:43,00:06
8477472,Carl Dahlstrom,"Dahlstrom, Carl",D,11,40:57,,,,,,,,,,,,,,,3,,,,13:39,,,,2.0,0.0,2.0,4.0,1.0,0.0,0.0,00:00,38:26,2,0.0,0.0,0.0,0.0,0.0,0.0,02:31,2.0,2.0,2.0,60.0,12:48,00:50,00:00
8477939,William Nylander,"Nylander, William",RW,439,1480:03,,,,,,,,,,,,,,,81,,,,18:16,,,,46.0,34.0,16.0,256.0,19.0,13.0,31.0,244:33,1210:54,16,52.3,13.3,7.0,2.0,0.0,0.0,24:36,30.0,-9.0,80.0,1774.0,14:56,00:18,03:01
8477979,Nicolas Aube-Kubel,"Aube-Kubel, Nicolas",RW,317,726:24,,,,,,,,,,,,,,,74,,,,09:48,,,,12.0,11.0,47.0,87.0,140.0,0.0,0.0,02:12,721:39,47,25.0,12.6,2.0,0.0,0.0,0.0,02:33,18.0,11.0,23.0,1031.0,09:45,00:02,00:01
8478047,Michael Bunting,"Bunting, Michael",LW,431,1227:51,,,,,,,,,,,,,,,79,,,,15:32,,,,40.0,23.0,80.0,175.0,85.0,2.0,5.0,101:44,1124:54,80,50.0,13.1,2.0,0.0,0.0,0.0,01:13,21.0,27.0,63.0,1560.0,14:14,00:00,01:17
8478115,Pierre Engvall,"Engvall, Pierre",LW,303,1035:46,,,,,,,,,,,,,,,78,,,,13:16,,,,20.0,15.0,30.0,154.0,66.0,1.0,3.0,44:39,916:32,30,42.02,9.7,3.0,0.0,2.0,3.0,74:35,12.0,13.0,35.0,1475.0,11:45,00:57,00:34
8478483,Mitchell Marner,"Marner, Mitchell",RW,473,1503:34,,,,,,,,,,,,,,,72,,,,20:52,,,,62.0,35.0,16.0,224.0,75.0,6.0,25.0,223:39,1136:12,16,55.55,15.6,5.0,1.0,3.0,4.0,143:43,31.0,23.0,97.0,1744.0,15:46,01:59,03:06
8478492,Ilya Samsonov,"Samsonov, Ilya",G,0,2361:18,5.0,3.0,0.0,23.0,12.0,1026.0,118.0,37.0,871.0,41.0,966.0,138.0,0.896,3.0238,44,39.0,1145.0,119.0,53:39,85.5072463768116,90.2439024390244,90.1656314699793,,,,,,,,,,,,,,,,,,,,,,,,
8470613,Brent Burns,"Burns, Brent",D,522,2144:02,,,,,,,,,,,,,,,82,,,,26:08,,,,44.0,10.0,42.0,203.0,55.0,4.0,18.0,217:43,1703:03,42,0.0,4.9,0.0,0.0,0.0,1.0,223:16,150.0,-15.0,54.0,2441.0,20:46,02:43,02:39
8471669,Paul Stastny,"Stastny, Paul",C,264,1262:36,,,,,,,,,,,,,,,71,,,,17:46,,,,24.0,21.0,14.0,141.0,27.0,4.0,8.0,123:25,1044:49,14,56.56,14.9,2.0,0.0,0.0,0.0,94:22,27.0,14.0,45.0,1569.0,14:42,01:19,01:44
8473533,Jordan Staal,"Staal, Jordan",C,445,1297:18,,,,,,,,,,,,,,,78,,,,16:37,,,,19.0,17.0,18.0,146.0,212.0,1.0,2.0,55:02,1069:36,18,57.27,11.6,2.0,0.0,0.0,0.0,172:40,29.0,11.0,36.0,1804.0,13:42,02:12,00:42
8474157,Max Pacioretty,"Pacioretty, Max",LW,285,677:46,,,,,,,,,,,,,,,39,,,,17:22,,,,18.0,19.0,33.0,148.0,30.0,4.0,12.0,105:02,572:21,33,22.22,12.8,4.0,0.0,0.0,0.0,00:23,21.0,8.0,37.0,794.0,14:40,00:00,02:41
8475855,Jesper Fast,"Fast, Jesper",RW,283,1214:28,,,,,,,,,,,,,,,82,,,,14:48,,,,20.0,14.0,4.0,97.0,109.0,1.0,2.0,22:54,1061:42,4,41.37,14.4,1.0,0.0,0.0,1.0,129:52,36.0,24.0,34.0,1686.0,12:56,01:35,00:16
8475883,Frederik Andersen,"Andersen, Frederik",G,0,3070:53,3.0,4.0,0.0,35.0,14.0,1320.0,166.0,47.0,1107.0,48.0,1199.0,184.0,0.922,2.1688,52,51.0,1431.0,111.0,59:03,90.21739130434783,97.91666666666666,92.32693911592995,,,,,,,,,,,,,,,,,,,,,,,,
8476288,Ryan Dzingel,"Dzingel, Ryan",C,105,438:46,,,,,,,,,,,,,,,32,,,,13:42,,,,3.0,5.0,35.0,32.0,20.0,0.0,0.0,21:06,406:20,35,42.48,15.6,1.0,0.0,0.0,0.0,11:20,9.0,-5.0,8.0,615.0,12:41,00:21,00:39
8476474,Stefan Noesen,"Noesen, Stefan",RW,9,28:39,,,,,,,,,,,,,,,2,,,,14:19,,,,0.0,0.0,0.0,4.0,5.0,0.0,0.0,02:22,26:17,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,1.0,0.0,39.0,13:08,00:00,01:11
8476869,Brady Skjei,"Skjei, Brady",D,439,1733:40,,,,,,,,,,,,,,,82,,,,21:08,,,,30.0,9.0,48.0,184.0,95.0,0.0,0.0,10:07,1519:56,48,0.0,4.9,0.0,0.0,0.0,0.0,203:37,73.0,22.0,39.0,2116.0,18:32,02:28,00:07
8476882,Teuvo Teravainen,"Teravainen, Teuvo",LW,369,1362:52,,,,,,,,,,,,,,,77,,,,17:41,,,,43.0,22.0,24.0,202.0,15.0,9.0,31.0,226:33,1013:37,24,54.54,10.9,2.0,0.0,2.0,3.0,122:42,30.0,22.0,65.0,1699.0,13:09,01:35,02:56
8476907,Mackenzie MacEachern,"MacEachern, Mackenzie",LW,40,111:34,,,,,,,,,,,,,,,14,,,,07:58,,,,2.0,0.0,4.0,14.0,19.0,0.0,0.0,00:05,111:29,4,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,2.0,158.0,07:57,00:00,00:00
8476921,Jordan Martinook,"Martinook, Jordan",LW,210,660:51,,,,,,,,,,,,,,,59,,,,11:12,,,,9.0,6.0,22.0,77.0,83.0,0.0,0.0,01:26,629:11,22,45.09,7.8,2.0,0.0,0.0,0.0,30:14,11.0,1.0,15.0,918.0,10:39,00:30,00:01
8476958,Jaccob Slavin,"Slavin, Jaccob",D,395,1858:52,,,,,,,,,,,,,,,79,,,,23:31,,,,38.0,4.0,10.0,165.0,50.0,1.0,7.0,107:55,1495:57,10,0.0,2.4,0.0,0.0,0.0,2.0,255:00,121.0,35.0,42.0,2072.0,18:56,03:13,01:21
8477293,Antti Raanta,"Raanta, Antti",G,0,1516:38,4.0,2.0,0.0,15.0,5.0,644.0,72.0,13.0,559.0,15.0,608.0,83.0,0.912,2.4528,28,26.0,706.0,62.0,54:09,86.74698795180723,86.66666666666667,91.94078947368422,,,,,,,,,,,,,,,,,,,,,,,,
8477488,Brett Pesce,"Pesce, Brett",D,359,1519:03,,,,,,,,,,,,,,,70,,,,21:42,,,,21.0,7.0,39.0,148.0,39.0,1.0,3.0,31:26,1291:27,39,0.0,4.7,3.0,1.0,0.0,0.0,196:10,99.0,5.0,28.0,1771.0,18:26,02:48,00:26
8478021,William Lagesson,"Lagesson, William",D,111,415:09,,,,,,,,,,,,,,,33,,,,12:34,,,,5.0,0.0,13.0,33.0,40.0,0.0,0.0,00:38,384:31,13,0.0,0.0,0.0,0.0,0.0,0.0,30:00,20.0,3.0,5.0,543.0,11:39,00:54,00:01
8478131,Ondrej Kase,"Kase, Ondrej",RW,231,699:22,,,,,,,,,,,,,,,50,,,,13:59,,,,13.0,14.0,14.0,119.0,29.0,4.0,8.0,44:00,592:11,14,18.18,11.8,2.0,0.0,1.0,1.0,63:11,32.0,4.0,27.0,969.0,11:50,01:15,00:52
8478427,Sebastian Aho,"Aho, Sebastian",C,476,1497:21,,,,,,,,,,,,,,,79,,,,18:57,,,,44.0,37.0,38.0,221.0,76.0,13.0,28.0,234:22,1112:52,38,52.4,16.7,9.0,2.0,1.0,3.0,150:07,23.0,18.0,81.0,1819.0,14:05,01:54,02:58
8478451,Ethan Bear,"Bear, Ethan",D,230,932:39,,,,,,,,,,,,,,,58,,,,16:04,,,,9.0,5.0,20.0,97.0,55.0,0.0,1.0,33:31,845:57,20,0.0,5.2,2.0,0.0,0.0,0.0,53:11,41.0,1.0,14.0,1214.0,14:35,00:55,00:34
8478967,Lane Pederson,"Pederson, Lane",C,100,305:02,,,,,,,,,,,,,,,29,,,,10:31,,,,2.0,0.0,10.0,24.0,54.0,0.0,0.0,17:05,285:57,10,43.75,0.0,0.0,0.0,0.0,0.0,02:00,10.0,-16.0,2.0,418.0,09:51,00:04,00:35
8478970,Jalen Chatfield,"Chatfield, Jalen",D,78,236:37,,,,,,,,,,,,,,,16,,,,14:47,,,,3.0,0.0,8.0,25.0,32.0,0.0,0.0,00:10,230:28,8,0.0,0.0,0.0,0.0,0.0,0.0,05:59,10.0,1.0,3.0,327.0,14:24,00:22,00:00
8471686,Marc Staal,"Staal, Marc",D,290,1236:58,,,,,,,,,,,,,,,71,,,,17:25,,,,13.0,3.0,28.0,76.0,94.0,0.0,0.0,01:49,1077:24,28,0.0,3.9,1.0,0.0,0.0,0.0,157:45,75.0,-1.0,16.0,1590.0,15:10,02:13,00:01
8471887,Patric Hornqvist,"Hornqvist, Patric",RW,354,823:34,,,,,,,,,,,,,,,65,,,,12:40,,,,17.0,11.0,19.0,165.0,112.0,3.0,7.0,137:27,686:01,19,38.09,6.7,0.0,0.0,0.0,0.0,00:06,23.0,-5.0,28.0,1097.0,10:33,00:00,02:06
8474584,Michael Del Zotto,"Del, Michael",D,130,474:40,,,,,,,,,,,,,,,26,,,,18:15,,,,10.0,3.0,4.0,35.0,42.0,1.0,2.0,36:12,426:24,4,0.0,8.6,0.0,0.0,0.0,0.0,12:04,34.0,-4.0,13.0,616.0,16:24,00:27,01:23
8474610,Zac Dalpe,"Dalpe, Zac",C,3,06:08,,,,,,,,,,,,,,,1,,,,06:08,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,00:00,06:08,0,25.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,8.0,06:08,00:00,00:00
8475462,Radko Gudas,"Gudas, Radko",D,694,1387:12,,,,,,,,,,,,,,,77,,,,18:00,,,,13.0,3.0,105.0,100.0,355.0,0.0,0.0,02:46,1223:40,105,0.0,3.0,0.0,0.0,1.0,1.0,160:46,118.0,27.0,16.0,1961.0,15:53,02:05,00:02
8475683,Sergei Bobrovsky,"Bobrovsky, Sergei",G,0,3082:10,3.0,3.0,0.0,39.0,7.0,1429.0,231.0,42.0,1156.0,47.0,1262.0,257.0,0.913,2.667,54,53.0,1566.0,137.0,57:04,89.88326848249028,89.36170212765957,91.60063391442155,,,,,,,,,,,,,,,,,,,,,,,,
8470621,Corey Perry,"Perry, Corey",RW,372,1108:02,,,,,,,,,,,,,,,82,,,,13:30,,,,21.0,19.0,66.0,153.0,73.0,6.0,8.0,141:23,965:51,66,50.0,12.4,4.0,0.0,0.0,0.0,00:48,28.0,9.0,40.0,1412.0,11:46,00:00,01:43
8470880,Brian Elliott,"Elliott, Brian",G,0,1063:25,3.0,1.0,0.0,11.0,4.0,446.0,72.0,11.0,363.0,12.0,395.0,82.0,0.912,2.4261,19,17.0,489.0,43.0,55:58,87.8048780487805,91.66666666666666,91.89873417721519,,,,,,,,,,,,,,,,,,,,,,,,
8473986,Alex Killorn,"Killorn, Alex",LW,419,1532:44,,,,,,,,,,,,,,,82,,,,18:41,,,,34.0,25.0,66.0,164.0,88.0,6.0,14.0,263:39,1125:21,66,16.66,15.2,2.0,0.0,0.0,0.0,143:44,26.0,1.0,59.0,1890.0,13:43,01:45,03:12
8474013,Ian Cole,"Cole, Ian",D,394,1286:24,,,,,,,,,,,,,,,75,,,,17:09,,,,17.0,2.0,83.0,77.0,110.0,0.0,0.0,02:27,1096:43,83,0.0,2.6,1.0,0.0,0.0,1.0,187:14,104.0,15.0,19.0,1618.0,14:37,02:29,00:01
8474034,Pat Maroon,"Maroon, Pat",LW,440,1004:05,,,,,,,,,,,,,,,81,,,,12:23,,,,16.0,11.0,134.0,102.0,160.0,3.0,6.0,105:00,898:50,134,50.0,10.8,0.0,0.0,0.0,0.0,00:15,11.0,20.0,27.0,1293.0,11:05,00:00,01:17
8474564,Steven Stamkos,"Stamkos, Steven",C,554,1497:08,,,,,,,,,,,,,,,81,,,,18:28,,,,64.0,42.0,36.0,241.0,93.0,16.0,36.0,300:16,1165:10,36,51.03,17.4,11.0,3.0,0.0,0.0,31:42,31.0,24.0,106.0,1788.0,14:23,00:23,03:42
8474567,Zach Bogosian,"Bogosian, Zach",D,270,737:24,,,,,,,,,,,,,,,48,,,,15:21,,,,5.0,3.0,53.0,60.0,114.0,0.0,0.0,00:23,717:49,53,0.0,5.0,1.0,0.0,0.0,0.0,19:12,34.0,2.0,8.0,887.0,14:57,00:24,00:00
8475167,Victor Hedman,"Hedman, Victor",D,606,2056:12,,,,,,,,,,,,,,,82,,,,25:04,,,,65.0,20.0,36.0,219.0,93.0,6.0,38.0,293:54,1596:44,36,0.0,9.1,6.0,1.0,0.0,0.0,165:34,129.0,26.0,85.0,2214.0,19:28,02:01,03:35
8476453,Nikita Kucherov,"Kucherov, Nikita",RW,317,939:12,,,,,,,,,,,,,,,47,,,,19:58,,,,44.0,25.0,22.0,156.0,32.0,9.0,30.0,182:47,755:16,22,100.0,16.0,1.0,0.0,0.0,0.0,01:09,7.0,1.0,69.0,1009.0,16:04,00:01,03:53
8476480,Vladislav Namestnikov,"Namestnikov, Vladislav",C,269,1098:42,,,,,,,,,,,,,,,75,,,,14:38,,,,14.0,16.0,45.0,91.0,62.0,0.0,1.0,32:29,961:23,45,45.61,17.6,1.0,0.0,1.0,1.0,104:50,39.0,2.0,30.0,1467.0,12:49,01:23,00:25
8476883,Andrei Vasilevskiy,"Vasilevskiy, Andrei",G,0,3760:45,5.0,2.0,0.0,39.0,18.0,1712.0,235.0,56.0,1421.0,58.0,1537.0,273.0,0.916,2.4889,63,63.0,1868.0,156.0,59:41,86.08058608058609,96.55172413793103,92.45283018867924,,,,,,,,,,,,,,,,,,,,,,,,
8474176,Carl Hagelin,"Hagelin, Carl",LW,150,754:34,,,,,,,,,,,,,,,53,,,,14:14,,,,11.0,3.0,20.0,71.0,32.0,0.0,0.0,01:31,652:38,20,28.57,4.2,1.0,0.0,0.0,1.0,100:25,12.0,10.0,14.0,1081.0,12:18,01:53,00:01
8473563,Nicklas Backstrom,"Backstrom, Nicklas",C,158,822:04,,,,,,,,,,,,,,,47,,,,17:29,,,,25.0,6.0,12.0,68.0,16.0,1.0,14.0,172:35,644:24,12,46.37,8.8,1.0,1.0,0.0,0.0,05:05,16.0,-8.0,31.0,949.0,13:42,00:06,03:40
8471214,Alex Ovechkin,"Ovechkin, Alex",LW,656,1584:02,,,,,,,,,,,,,,,77,,,,20:34,,,,40.0,50.0,18.0,334.0,155.0,16.0,29.0,366:21,1216:50,18,30.76,15.0,5.0,0.0,1.0,1.0,00:51,25.0,8.0,90.0,1680.0,15:48,00:00,04:45
8471698,T.J. Oshie,"Oshie, T.J.",RW,247,767:47,,,,,,,,,,,,,,,44,,,,17:26,,,,14.0,11.0,18.0,77.0,86.0,4.0,10.0,153:19,599:58,18,42.6,14.3,1.0,0.0,0.0,1.0,14:30,30.0,-12.0,25.0,894.0,13:38,00:19,03:29
8474189,Lars Eller,"Eller, Lars",C,322,1160:53,,,,,,,,,,,,,,,72,,,,16:07,,,,18.0,13.0,40.0,116.0,95.0,0.0,2.0,82:31,960:00,40,49.46,11.2,2.0,1.0,0.0,0.0,118:22,36.0,-4.0,31.0,1495.0,13:20,01:38,01:08
8474590,John Carlson,"Carlson, John",D,498,1857:15,,,,,,,,,,,,,,,78,,,,23:48,,,,54.0,17.0,20.0,195.0,73.0,7.0,25.0,310:39,1412:16,20,0.0,8.7,2.0,0.0,0.0,3.0,134:20,112.0,13.0,71.0,2064.0,18:06,01:43,03:58
8475149,Marcus Johansson,"Johansson, Marcus",LW,213,1112:52,,,,,,,,,,,,,,,69,,,,16:07,,,,20.0,9.0,4.0,111.0,31.0,3.0,10.0,170:54,941:06,4,41.83,8.1,2.0,0.0,0.0,0.0,00:52,26.0,-26.0,29.0,1379.0,13:38,00:00,02:28
8475200,Dmitry Orlov,"Orlov, Dmitry",D,432,1593:10,,,,,,,,,,,,,,,76,,,,20:57,,,,23.0,12.0,44.0,127.0,124.0,2.0,4.0,74:06,1462:19,44,0.0,9.4,4.0,1.0,0.0,0.0,56:45,94.0,25.0,35.0,1907.0,19:14,00:44,00:58
8475311,Darcy Kuemper,"Kuemper, Darcy",G,0,3258:45,4.0,5.0,0.0,37.0,12.0,1616.0,242.0,43.0,1331.0,44.0,1435.0,275.0,0.921,2.5409,57,57.0,1754.0,138.0,57:10,88.0,97.72727272727273,92.75261324041811,,,,,,,,,,,,,,,,,,,,,,,,
8475324,Nick Jensen,"Jensen, Nick",D,358,1470:15,,,,,,,,,,,,,,,76,,,,19:20,,,,16.0,5.0,21.0,88.0,135.0,0.0,0.0,03:12,1274:08,21,0.0,5.7,1.0,0.0,0.0,0.0,192:55,92.0,32.0,21.0,1807.0,16:45,02:32,00:02
8475343,Nic Dowd,"Dowd, Nic",C,351,912:49,,,,,,,,,,,,,,,64,,,,14:15,,,,14.0,10.0,44.0,90.0,139.0,0.0,1.0,04:41,783:45,44,53.65,11.1,0.0,0.0,1.0,1.0,124:23,53.0,10.0,24.0,1319.0,12:14,01:56,00:04
8475625,Matt Irwin,"Irwin, Matt",D,96,214:55,,,,,,,,,,,,,,,17,,,,12:38,,,,3.0,1.0,6.0,29.0,36.0,0.0,0.0,00:20,204:54,6,0.0,3.4,0.0,0.0,0.0,0.0,09:41,21.0,0.0,4.0,286.0,12:03,00:34,00:01
8475744,Evgeny Kuznetsov,"Kuznetsov, Evgeny",C,428,1602:09,,,,,,,,,,,,,,,79,,,,20:16,,,,54.0,24.0,44.0,208.0,42.0,8.0,27.0,295:19,1218:13,44,43.48,11.5,4.0,0.0,3.0,5.0,88:37,25.0,7.0,78.0,1836.0,15:25,01:07,03:44
8476880,Tom Wilson,"Wilson, Tom",RW,611,1449:25,,,,,,,,,,,,,,,78,,,,18:34,,,,28.0,24.0,98.0,151.0,240.0,4.0,10.0,197:10,1127:06,98,42.3,15.9,5.0,1.0,2.0,3.0,125:09,55.0,13.0,52.0,1755.0,14:27,01:36,02:31
8476979,Erik Gustafsson,"Gustafsson, Erik",D,215,956:52,,,,,,,,,,,,,,,59,,,,16:13,,,,15.0,3.0,14.0,79.0,45.0,0.0,4.0,113:44,838:32,14,0.0,3.8,0.0,0.0,0.0,0.0,04:36,55.0,-4.0,18.0,1189.0,14:12,00:04,01:55
8477015,Connor Brown,"Brown, Connor",RW,230,1283:38,,,,,,,,,,,,,,,64,,,,20:03,,,,29.0,10.0,10.0,121.0,14.0,0.0,9.0,132:34,982:35,10,36.09,8.3,0.0,0.0,1.0,4.0,168:29,37.0,-15.0,39.0,1570.0,15:21,02:37,02:04
8477511,Anthony Mantha,"Mantha, Anthony",RW,185,561:15,,,,,,,,,,,,,,,37,,,,15:10,,,,14.0,9.0,14.0,82.0,46.0,0.0,2.0,69:21,491:24,14,75.0,11.0,0.0,0.0,0.0,0.0,00:30,18.0,4.0,23.0,694.0,13:16,00:00,01:52
8477839,Conor Sheary,"Sheary, Conor",LW,286,1085:18,,,,,,,,,,,,,,,71,,,,15:17,,,,24.0,19.0,14.0,129.0,45.0,2.0,6.0,122:12,934:55,14,40.74,14.7,5.0,0.0,0.0,0.0,28:11,44.0,-2.0,43.0,1364.0,13:10,00:23,01:43
8477845,Trevor van Riemsdyk,"van, Trevor",D,286,1257:42,,,,,,,,,,,,,,,72,,,,17:28,,,,16.0,1.0,40.0,75.0,25.0,0.0,0.0,11:30,1055:28,40,0.0,1.3,0.0,0.0,0.0,1.0,190:44,129.0,-3.0,17.0,1589.0,14:39,02:38,00:09
8477903,Garnet Hathaway,"Hathaway, Garnet",RW,523,1017:34,,,,,,,,,,,,,,,76,,,,13:23,,,,12.0,14.0,57.0,124.0,250.0,0.0,0.0,11:50,917:44,57,35.71,11.3,4.0,0.0,0.0,1.0,88:00,62.0,19.0,26.0,1472.0,12:04,01:09,00:09
8478440,Dylan Strome,"Strome, Dylan",C,264,1203:24,,,,,,,,,,,,,,,69,,,,17:26,,,,26.0,22.0,28.0,126.0,11.0,5.0,16.0,186:35,1015:04,28,52.33,17.5,2.0,0.0,0.0,0.0,01:45,33.0,-6.0,48.0,1402.0,14:42,00:01,02:42
8478506,Gabriel Carlsson,"Carlsson, Gabriel",D,97,466:09,,,,,,,,,,,,,,,38,,,,12:16,,,,7.0,2.0,10.0,18.0,27.0,0.0,0.0,01:03,438:34,10,0.0,11.1,0.0,0.0,0.0,0.0,26:32,33.0,6.0,9.0,651.0,11:32,00:41,00:01
8479292,Charlie Lindgren,"Lindgren, Charlie",G,0,246:25,0.0,0.0,0.0,5.0,0.0,113.0,12.0,3.0,98.0,3.0,103.0,12.0,0.958,1.2175,5,4.0,118.0,5.0,49:17,100.0,100.0,95.14563106796116,,,,,,,,,,,,,,,,,,,,,,,,
8479404,Henrik Borgstrom,"Borgstrom, Henrik",C,116,546:59,,,,,,,,,,,,,,,52,,,,10:31,,,,3.0,4.0,22.0,41.0,26.0,0.0,1.0,33:15,510:07,22,40.19,9.8,0.0,0.0,0.0,0.0,03:37,19.0,-14.0,7.0,799.0,09:48,00:04,00:38
8479536,Axel Jonsson-Fjallby,"Jonsson-Fjallby, Axel",LW,63,257:11,,,,,,,,,,,,,,,23,,,,11:10,,,,2.0,2.0,4.0,29.0,18.0,0.0,0.0,00:52,240:23,4,25.0,6.9,0.0,0.0,0.0,0.0,15:56,8.0,0.0,4.0,379.0,10:27,00:41,00:02
